chembl_id	accession	organism	pref_name	chembl_id_target	smiles	pIC50
CHEMBL10	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)C1C=CC(C2=NC(=C(N2)C2C=CC(F)=CC=2)C2C=CN=CC=2)=CC=1	5.69897000433602
CHEMBL100091	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCCCOCCOC(=O)CC1C2=C(N(C(=O)C3C=CC(Cl)=CC=3)C=1C)C=CC(OC)=C2	7.22184874961636
CHEMBL100092	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCCCCCOC(=O)CC1C2=C(N(C(=O)C3C=CC(Cl)=CC=3)C=1C)C=CC(OC)=C2	7.22184874961636
CHEMBL100156	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(C2C(C3C=CC=CC=3)=CSC=2)=CC=1	5.39794000867204
CHEMBL100250	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(C2=C(SC=C2)C2C=CC=CC=2)=CC=1	5.39794000867204
CHEMBL100331	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCCCCCCCN=C(O)CC1C2=C(N(C(=O)C3C=CC(Cl)=CC=3)C=1C)C=CC(OC)=C2	4.18045606445813
CHEMBL100331	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCCCCCCCN=C(O)CC1C2=C(N(C(=O)C3C=CC(Cl)=CC=3)C=1C)C=CC(OC)=C2	7.39794000867204
CHEMBL100422	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1=C(F)C=C(C2C(C3C=CC(S(=O)(=O)C)=CC=3)=CSC=2)C=C1	7.52287874528034
CHEMBL101	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCCCC1C(=O)N(N(C1=O)C1C=CC=CC=1)C1C=CC=CC=1	5.52287874528034
CHEMBL101459	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(C2=C(SC(=C2)CC	4.30980391997149
CHEMBL101503	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(C2C(C3C=CC=CC=3)=CC=CC=2)=CC=1	4.95860731484177
CHEMBL1020	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1C=CC(C(=O)C2N(C(CC(O)=O)=CC=2)C)=CC=1	7.38721614328026
CHEMBL102223	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=CC(C2C(OCC=2C2C=CC(N=[N+]=[N-])=CC=2)=O)=CC=1	6.70774392864352
CHEMBL10345	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC(OC1C(OC(C=1C1C=CC(S(=O)(=O)C)=CC=1)(C)C)=O)C	6.52287874528034
CHEMBL104	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=CC(C(N2C=NC=C2)(C2C(Cl)=CC=CC=2)C2C=CC=CC=2)=CC=1	4.37886527949414
CHEMBL104009	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CCOC1C=C(C2=C(F)C=C(C(C(O)=O)C)C=C2)C=CC=1	7.85387196432176
CHEMBL104009	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCOC1C=C(C2=C(F)C=C(C(C(O)=O)C)C=C2)C=CC=1	7.85387196432176
CHEMBL104147	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CCOC1=CC(OCC)=CC(C2C=CC(C(C(O)=O)C)=CC=2)=C1	4.60205999132796
CHEMBL104147	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCOC1=CC(OCC)=CC(C2C=CC(C(C(O)=O)C)=CC=2)=C1	6.49485002168009
CHEMBL104336	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CC=CC1C=NC=C(C2C=CC(C(C(O)=O)C)=CC=2)C=1	4.80966830182971
CHEMBL104336	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC=CC1C=NC=C(C2C=CC(C(C(O)=O)C)=CC=2)C=1	6.17392519729917
CHEMBL104422	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CC1C=C(C2=C(F)C=C(C(C(O)=O)C)C=C2)C=C(C=1)C	4.82390874094432
CHEMBL104422	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=C(C2=C(F)C=C(C(C(O)=O)C)C=C2)C=C(C=1)C	4.72124639904717
CHEMBL104502	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=CC(C2N(N=C(C(F)(F)F)C=2)C2C=CC(N=[N+]=[N-])=CC=2)=CC=1	5.80966830182971
CHEMBL104592	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CC(C(O)=O)C1C=CC(C2=CC3=C(NC=C3)C=C2)=CC=1	7
CHEMBL104592	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC(C(O)=O)C1C=CC(C2=CC3=C(NC=C3)C=C2)=CC=1	6.72124639904717
CHEMBL105766	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=NC=C(C2N(C3C=CC(S(=O)(=O)N)=CC=3)C=C(N=2)C(F)(F)F)C=1	6.29121549793843
CHEMBL106023	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1=C(N2C(=NC(C(F)(F)F)=C2)C2C=NC=C(Br)C=2)C=CC(S(=O)(=O)N)=C1	6.4692632049443
CHEMBL106151	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1=NC=C(C2N(C3C=CC(S(=O)(=O)C)=CC=3)C=C(N=2)C(F)(F)F)C=C1	4.30980391997149
CHEMBL106151	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1=NC=C(C2N(C3C=CC(S(=O)(=O)C)=CC=3)C=C(N=2)C(F)(F)F)C=C1	5.92041017793701
CHEMBL106192	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(N2C(=NC(C(F)(F)F)=C2)C2=NC=CC3C2=CC=CC=3)=CC=1	5.76977600633622
CHEMBL106203	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CCC1=CC(C2C=CC(C(C(O)=O)C)=CC=2)=CC=C1	5.23657200643706
CHEMBL106203	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCC1=CC(C2C=CC(C(C(O)=O)C)=CC=2)=CC=C1	5.61978875828839
CHEMBL106255	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2C=CN=CC=2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	6.28431811792051
CHEMBL106302	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1(OC(=O)C(OC2C=C(F)C=C(F)C=2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	5.5
CHEMBL106302	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2C=C(F)C=C(F)C=2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	7.07133375178437
CHEMBL106445	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CC1NC2=C(C=C(C3C=CC(C(C(O)=O)C)=CC=3)C=C2)C=1	4.97881070093006
CHEMBL106445	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1NC2=C(C=C(C3C=CC(C(C(O)=O)C)=CC=3)C=C2)C=1	6.63827216398241
CHEMBL106828	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	C=CC1C=NC=C(C2C=CC(C(C(O)=O)C)=CC=2)C=1	6.72124639904717
CHEMBL106828	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C=CC1C=NC=C(C2C=CC(C(C(O)=O)C)=CC=2)C=1	6.72124639904717
CHEMBL107066	Q05769	Mus_musculus	Cyclooxygenase-2	CHEMBL4321	C1C=CC(OC2C=C(CC(O)=O)C=CC=2)=CC=1	5.21467016498923
CHEMBL107088	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=CC(OC2C(OC(C=2C2C=CC(S(=O)(=O)C)=CC=2)(C)C)=O)=CC=1	7.54845500650403
CHEMBL1071	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=CC(C2N=C(OC=2C2C=CC=CC=2)CCC(O)=O)=CC=1	6.06752623532285
CHEMBL1075636	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=C(Cl)C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	6.72124639904717
CHEMBL1075636	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C(Cl)C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	5.67571754470231
CHEMBL107600	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(N2C(=NC(C(F)(F)F)=C2)C2N=CC=CC=2)=CC=1	5.82195454958258
CHEMBL1076638	Q05769	Mus_musculus	Cyclooxygenase-2	CHEMBL4321	CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=NCCCCN=C(O)CCC(OC1C3C(C(OC3)=O)C(C3C1=CC1OCOC=1C=3)C1C=C(OC)C(OC)=C(OC)C=1)=O)C=C(OC)C=C2	6.53017798402184
CHEMBL1076639	Q05769	Mus_musculus	Cyclooxygenase-2	CHEMBL4321	CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=NCCOC(=O)CCC(OC1C3C(C(OC3)=O)C(C3C1=CC1OCOC=1C=3)C1C=C(OC)C(OC)=C(OC)C=1)=O)C=C(OC)C=C2	6.59516628338006
CHEMBL1076674	Q05769	Mus_musculus	Cyclooxygenase-2	CHEMBL4321	CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(O)=NCCCCCN=C(O)CCC(OC1C3C(C(OC3)=O)C(C3C1=CC1OCOC=1C=3)C1C=C(OC)C(OC)=C(OC)C=1)=O)C=C(OC)C=C2	6.83268266525182
CHEMBL1076675	Q05769	Mus_musculus	Cyclooxygenase-2	CHEMBL4321	CC1N(C(=O)C2C=CC(Cl)=CC=2)C2=C(C=1CC(=O)N1CCN(C(=O)CCC(OC3C4C(C(OC4)=O)C(C4C3=CC3OCOC=3C=4)C3C=C(OC)C(OC)=C(OC)C=3)=O)CC1)C=C(OC)C=C2	6.22040350874218
CHEMBL1076742	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=CC(C2C=CC(NC(=O)C3NS(=O)(=O)C4C(C=3O)=CC=CC=4)=CC=2)=CC=1	4.03338901331807
CHEMBL1076751	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1=C(C(C2C=CC(NC(=O)C3NS(=O)(=O)C4C(C=3O)=CC=CC=4)=CC=2)=CC=C1)C	4.02365002099673
CHEMBL1077	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=C(C(=O)C2C=CC(Br)=CC=2)C(N)=C(CC(O)=O)C=1	8.07160414774329
CHEMBL1077	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C(C(=O)C2C=CC(Br)=CC=2)C(N)=C(CC(O)=O)C=1	8.31875876262441
CHEMBL107706	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1(OC(=O)C(OC2=NC=C(F)C=C2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	5.33724216831843
CHEMBL107706	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2=NC=C(F)C=C2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	7.24742501084005
CHEMBL1077388	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=C(Cl)C=1	5.96257350205938
CHEMBL1077388	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=C(Cl)C=1	6.56863623584101
CHEMBL1077398	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C=CC(Cl)=CC=2)=CNC=C1	5.88272870434424
CHEMBL1077398	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C=CC(Cl)=CC=2)=CNC=C1	5.22694530663574
CHEMBL1077403	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=C1	6.00436480540245
CHEMBL1077403	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=C1	6.34678748622466
CHEMBL1077436	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2CCCC2)=CNC=C1	5.06803388527183
CHEMBL1077442	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=CC=1	5.01055018233331
CHEMBL1078090	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C=C(Cl)C=CC=2)=CNC=C1	5.14569395819892
CHEMBL1078090	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C=C(Cl)C=CC=2)=CNC=C1	6.13667713987954
CHEMBL1078091	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C=C(Br)C=CC=2)=CNC=C1	4.6985359268567
CHEMBL1078091	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C=C(Br)C=CC=2)=CNC=C1	5.59176003468815
CHEMBL1078373	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C=CC(Br)=CC=2)=CNC=C1	5.67366413907125
CHEMBL1078373	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C=CC(Br)=CC=2)=CNC=C1	4.65955588515988
CHEMBL1078374	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1C(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=CC=1	6.2518119729938
CHEMBL1078374	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=CC=1	4.73048705578208
CHEMBL1078375	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=C1	5.59006687666871
CHEMBL1078375	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=C1	5.05502409158795
CHEMBL1078376	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	5.88272870434424
CHEMBL1078376	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	4.91973437266016
CHEMBL1078377	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1C(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=CC=1	5.42136079003193
CHEMBL1078378	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=C1	4.21903497039168
CHEMBL1078557	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	5.56383735295924
CHEMBL1078557	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	5.08884239126002
CHEMBL1078682	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C=C(NC2C(=NS(=O)(=O)C)C=CNC=2)C=CC=1	4.5979106494279
CHEMBL1078683	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	6.2518119729938
CHEMBL1078683	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1C=CC(NC2C(=NS(=O)(=O)C)C=CNC=2)=CC=1	4.66534523311676
CHEMBL1078860	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)CC1	5.93930215964639
CHEMBL1078860	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)CC1	5.42712839779952
CHEMBL1079073	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1CCC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)CCC1	6.11918640771921
CHEMBL1079073	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1CCC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)CCC1	5.79048498545737
CHEMBL1079074	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=CC(NC2C(=NS(=O)(=O)CCC(F)(F)F)C=CNC=2)=CC=1	5.68613277963085
CHEMBL1079074	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=CC(NC2C(=NS(=O)(=O)CCC(F)(F)F)C=CNC=2)=CC=1	4.96537154337468
CHEMBL1079333	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1=C(Cl)C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=C1	5.93930215964639
CHEMBL1079333	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1=C(Cl)C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=C1	6.38721614328026
CHEMBL1079335	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=C(Br)C=1	6.04095860767891
CHEMBL1079335	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=C(Br)C=1	6.92081875395237
CHEMBL107938	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CCSC1C=C(C2C=CC(C(C(O)=O)C)=CC=2)C=CC=1	5.50863830616573
CHEMBL107938	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCSC1C=C(C2C=CC(C(C(O)=O)C)=CC=2)C=CC=1	6.48148606012211
CHEMBL107953	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CCOC1=CC(OCC)=CC(C2=C(F)C=C(C(C(O)=O)C)C=C2)=C1	5.11350927482752
CHEMBL107953	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCOC1=CC(OCC)=CC(C2=C(F)C=C(C(C(O)=O)C)C=C2)=C1	7
CHEMBL1079875	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=CC=1	6
CHEMBL1079875	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1C=C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)C=CC=1	5.80134291304558
CHEMBL1079876	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	7
CHEMBL1079876	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	6.79588001734407
CHEMBL1079877	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C=CC=CC=2)=CNC=C1	5.6458915608526
CHEMBL1079877	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C=CC=CC=2)=CNC=C1	5.57024771999759
CHEMBL1079878	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CS(=O)(=O)N=C1C(NC2C(Cl)=CC=CC=2)=CNC=C1	6.31875876262441
CHEMBL1079878	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)N=C1C(NC2C(Cl)=CC=CC=2)=CNC=C1	5.02779716162094
CHEMBL1080231	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	6.76955107862173
CHEMBL1080231	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	6.33724216831843
CHEMBL1080404	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	5.48811663902113
CHEMBL1080404	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	5.14026143380285
CHEMBL1080405	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=C1	6.16115090926274
CHEMBL1080405	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCC1=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=C1	6.61978875828839
CHEMBL1080406	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CCC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	5.91364016932525
CHEMBL1080406	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CCC1C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=1	6.04095860767891
CHEMBL1080407	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	5.95467702121334
CHEMBL1080407	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	5.59687947882418
CHEMBL1081855	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C1=C(Br)C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=C1	5.79588001734407
CHEMBL1081855	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1=C(Br)C=CC(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=C1	6.04095860767891
CHEMBL1081856	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	6.31875876262441
CHEMBL1081856	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1C(NC2C(=NS(=O)(=O)C(F)(F)F)C=CNC=2)=CC=CC=1	5.57024771999759
CHEMBL108201	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	COC1C=CC(C2=C(C3C=CC(S(=O)(=O)C)=CC=3)CCC2)=CC=1	6.10296104297075
CHEMBL108201	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	COC1C=CC(C2=C(C3C=CC(S(=O)(=O)C)=CC=3)CCC2)=CC=1	7.81229780616978
CHEMBL1082015	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(O)=NC1=CN=C(C2=CC(Cl)=C(Cl)C=C2)C=C1	4.47237009912866
CHEMBL108281	P05979	Ovis_aries	Cyclooxygenase-1	CHEMBL2949	CC(C1=CC(C2=C(F)C=C(C(C(O)=O)C)C=C2)=CC=C1)C	4.82390874094432
CHEMBL108299	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	C=CCC1=CC(OC)=C(OC(=O)C)C=C1	5.52287874528034
CHEMBL1084	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CS(=O)(=O)C1C=CC(C2C(OC(=O)C=2C2C=CC=CC=2)O)=CC=1	5.06048074738138
CHEMBL108452	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=NC=C(C2N(C3C=CC(S(=O)(=O)N)=CC=3)C=C(N=2)C(F)(F)F)C=1	6.35827158849137
CHEMBL108512	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2C=C3C(SC=C3)=CC=2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	7.39794000867204
CHEMBL1086611	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(=O)NC1C=CC(C2C=CC(Cl)=CC=2)=CC=1	4.47237009912866
CHEMBL1086612	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(=O)NC1C=CC(OC2C=CC(Cl)=CC=2)=CC=1	4.15490195998574
CHEMBL1086757	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(=O)NC1C=CC(C2=C(Cl)C(Cl)=CC=C2)=CC=1	4.35261702988538
CHEMBL108802	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(=C1C1C=CC(S(=O)(=O)C)=CC=1)CC1C=CC=CC=1)C	6.05395269865476
CHEMBL1088300	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(O)=NC1=CC(Cl)=C(C(=O)C2C=CC(Cl)=CC=2)C=C1	4.0195421077239
CHEMBL1088301	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(O)=NC1C=C(C(=O)C2C=CC(Cl)=CC=2)C=CC=1	4.02090709936167
CHEMBL1088302	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	C1C=C2C(O)=C(NS(=O)(=O)C2=CC=1)C(=O)NC1C=CC(C2=CC(Cl)=CC=C2)=CC=1	4.1266793981846
CHEMBL108857	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2N=C(Cl)C=CC=2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	5.94981472744121
CHEMBL108917	P23219	Homo_sapiens	Cyclooxygenase-1	CHEMBL221	CC1(OC(=O)C(OC2=NC=C(C3CC3)C=C2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	5.52287874528034
CHEMBL108917	P35354	Homo_sapiens	Cyclooxygenase-2	CHEMBL230	CC1(OC(=O)C(OC2=NC=C(C3CC3)C=C2)=C1C1C=CC(S(=O)(=O)C)=CC=1)C	7.52287874528034
